"WEEK","ITEM_CODE","TOTAL_UNIT_SALES","TOTAL_VALUE_SALES","TOTAL_UNIT_AVG_WEEKLY_SALES","REGION"
"13-23","7501681100650BP2","0.2580","1.3890","7.1670",TOTAL AUTOS AREA 2
"13-23","7501681100643BP2","0.2650","1.3030","6.1630",TOTAL AUTOS AREA 2
"13-23","7501681101305BP1","0.0730","0.6170","6.6360",TOTAL AUTOS AREA 2
"13-23","7503031116083","0.1840","4.0100","2.3000",TOTAL AUTOS AREA 2
"13-23","7503544040257","0.0100","0.4540","2.0000",TOTAL AUTOS AREA 2
"13-23","7503025939353","0.0560","3.3070","3.2940",TOTAL AUTOS AREA 2
"13-23","0612464080148","0.0030","0.0620","1.0000",TOTAL AUTOS AREA 2
"13-23","7502283280818","0.0050","0.5420","1.0000",TOTAL AUTOS AREA 2
"13-23","0037000018704","0.0140","1.2820","2.2780",TOTAL AUTOS AREA 2
"13-23","7501042306561","0.0020","0.1540","1.0000",TOTAL AUTOS AREA 2
"13-23","7501042301733","2.4200","52.1430","31.8420",TOTAL AUTOS AREA 2
"13-23","7501042301764","0.8880","27.6540","18.5000",TOTAL AUTOS AREA 2
"13-23","7501042301771","0.8790","27.9000","15.1550",TOTAL AUTOS AREA 2
"13-23","7501042301740","3.9930","138.3520","45.8970",TOTAL AUTOS AREA 2
"13-23","7501042301757","0.9480","11.8260","18.9600",TOTAL AUTOS AREA 2
"13-23","7501042300033","0.7040","9.0400","13.5380",TOTAL AUTOS AREA 2
"13-23","7501058717115","0.0180","1.7070","1.2000",TOTAL AUTOS AREA 2
"13-23","7501058795892","0.1250","16.6210","1.4410",TOTAL AUTOS AREA 2
"13-23","7501058717276","0.0370","4.9840","1.2330",TOTAL AUTOS AREA 2
"13-23","7501058717122","0.0030","0.4840","0.7670",TOTAL AUTOS AREA 2
"13-23","7501058795908","0.1230","27.6460","1.8920",TOTAL AUTOS AREA 2
"13-23","7501058717252","0.1940","11.4920","1.7320",TOTAL AUTOS AREA 2
"13-23","7501058716798","0.3280","54.3950","2.0500",TOTAL AUTOS AREA 2
"13-23","7501058794956BP1","0.0550","5.3080","2.6190",TOTAL AUTOS AREA 2
"13-23","7501058717030","4.8580","105.4510","19.1260",TOTAL AUTOS AREA 2
"13-23","7501058794949BP2","0.0210","0.3010","1.6150",TOTAL AUTOS AREA 2
"13-23","7501058796578BP2","0.3140","16.6670","2.6840",TOTAL AUTOS AREA 2
"13-23","7501058753458","4.4100","100.8800","8.9450",TOTAL AUTOS AREA 2
"13-23","7501058792778BP2","0.1080","1.9520","1.9290",TOTAL AUTOS AREA 2
"13-23","7501058715890","0.2250","48.5090","1.9910",TOTAL AUTOS AREA 2
"13-23","7702626213781","1.5400","84.6080","3.6240",TOTAL AUTOS AREA 2
"13-23","7501058757890","1.3380","126.4700","3.0900",TOTAL AUTOS AREA 2
"13-23","7501058716071","0.0040","0.4730","1.3330",TOTAL AUTOS AREA 2
"13-23","7501058757449","0.5850","83.2670","2.9100",TOTAL AUTOS AREA 2
"13-23","7501058792808BP1","0.1420","15.3210","2.4070",TOTAL AUTOS AREA 2
"11-23","7501025401856","0.3890","16.8140","2.2510",TOTAL AUTOS AREA 5
"11-23","7501025401917","0.5060","35.4160","4.0480",TOTAL AUTOS AREA 5
"11-23","7501025401887","0.0610","1.3930","2.5420",TOTAL AUTOS AREA 5
"11-23","7501025401894","0.0310","1.1370","1.7220",TOTAL AUTOS AREA 5
"11-23","7501025401900","0.3710","15.8500","2.0850",TOTAL AUTOS AREA 5
"11-23","7501025412401","0.1560","5.1150","3.1200",TOTAL AUTOS AREA 5
"11-23","7501025405885","1.3880","33.7550","6.1120",TOTAL AUTOS AREA 5
"11-23","7501025401801","9.3710","172.3890","31.0290",TOTAL AUTOS AREA 5
"11-23","7501025405090","13.5910","269.7970","30.4730",TOTAL AUTOS AREA 5
"11-23","7501025401795","9.0280","255.6070","25.0090",TOTAL AUTOS AREA 5
"11-23","7501025405212","14.3660","410.8860","36.7410",TOTAL AUTOS AREA 5
"11-23","7501021160719","0.8210","48.0630","7.3970",TOTAL AUTOS AREA 5
"11-23","7501681100650BP1","0.2370","2.8100","7.8850",TOTAL AUTOS AREA 5
"11-23","7501681100421","0.9960","17.8060","9.2240",TOTAL AUTOS AREA 5
"11-23","7501681100674","0.3260","19.3090","4.2340",TOTAL AUTOS AREA 5
"11-23","7501681100254","1.3190","22.4090","10.6350",TOTAL AUTOS AREA 5
"11-23","7501681100469","1.2310","22.2800","8.6720",TOTAL AUTOS AREA 5
"11-23","7501681100513","0.0170","0.1760","5.6670",TOTAL AUTOS AREA 5
"11-23","7501681100643BP1","0.1600","1.8430","6.9610",TOTAL AUTOS AREA 5
"11-23","7501681100292","0.7530","22.6560","5.1950",TOTAL AUTOS AREA 5
"11-23","7501681100384","0.1920","2.5900","5.6470",TOTAL AUTOS AREA 5
"11-23","7501681100773","0.0940","2.0020","2.3500",TOTAL AUTOS AREA 5
"11-23","7501681100766","0.5410","19.2270","3.8360",TOTAL AUTOS AREA 5
"11-23","7501681100223","1.3330","48.6890","7.0910",TOTAL AUTOS AREA 5
"11-23","7501681100650BP2","0.2370","1.3220","7.8850",TOTAL AUTOS AREA 5
"11-23","7501681100643BP2","0.1600","0.9080","6.9610",TOTAL AUTOS AREA 5
"11-23","7501681101305BP1","0.2300","1.9600","8.8280",TOTAL AUTOS AREA 5
"11-23","7501681101299","0.0020","0.0130","2.0000",TOTAL AUTOS AREA 5
"11-23","7503031116083","0.0620","1.3600","1.3190",TOTAL AUTOS AREA 5
"11-23","7503025939353","0.1170","7.6520","2.3400",TOTAL AUTOS AREA 5
"11-23","0612464080148","0.0670","1.5270","4.1880",TOTAL AUTOS AREA 5
"11-23","7502283280818","0.0080","0.3570","2.0000",TOTAL AUTOS AREA 5
"11-23","0037000018704","0.0810","7.7820","3.1150",TOTAL AUTOS AREA 5
"11-23","7501058717115","0.0070","0.6650","1.0000",TOTAL AUTOS AREA 5
"11-23","7501058795892","0.2570","33.8340","2.0400",TOTAL AUTOS AREA 5
"11-23","7501058717276","0.0800","11.3400","1.6000",TOTAL AUTOS AREA 5
"11-23","7501058795908","0.2620","69.9950","2.3390",TOTAL AUTOS AREA 5
"11-23","7501058717252","0.2180","12.7820","2.0730",TOTAL AUTOS AREA 5
"11-23","7501058716798","0.9970","166.9490","4.8660",TOTAL AUTOS AREA 5
"11-23","7501058717030","9.9650","214.0610","40.6730",TOTAL AUTOS AREA 5
"11-23","7501058796578BP2","0.1910","10.3070","4.2440",TOTAL AUTOS AREA 5
"11-23","7501058753458","4.3160","85.7560","16.8580",TOTAL AUTOS AREA 5
"11-23","7501058792778BP2","0.2860","5.9530","3.9180",TOTAL AUTOS AREA 5
"11-23","7501058715890","0.8000","162.0740","4.6510",TOTAL AUTOS AREA 5
"11-23","7702626213781","1.5610","82.5000","5.0200",TOTAL AUTOS AREA 5
"11-23","7501058757890","2.2750","208.6950","5.6870",TOTAL AUTOS AREA 5
"11-23","7501058716071","0.0060","0.9750","1.5000",TOTAL AUTOS AREA 5
"11-23","7501058757449","0.5320","98.1650","3.2440",TOTAL AUTOS AREA 5
"11-23","7501058792808BP1","0.2860","36.5410","3.9180",TOTAL AUTOS AREA 5
"11-23","7501058716804","0.2540","21.6060","3.5280",TOTAL AUTOS AREA 5
"11-23","7501058715531","1.0340","15.5400","7.0360",TOTAL AUTOS AREA 5
"11-23","7501058716767","1.8360","307.3520","7.8460",TOTAL AUTOS AREA 5
"11-23","7501058717023","13.5970","292.8860","55.4990",TOTAL AUTOS AREA 5
"11-23","7501058796578BP1","0.1910","10.3070","4.2440",TOTAL AUTOS AREA 5
"11-23","7501058796585","0.0980","10.5390","2.8000",TOTAL AUTOS AREA 5
"11-23","7503002319536","1.1520","123.4410","5.0310",TOTAL AUTOS AREA 5
"11-23","0612464080148","0.0180","0.4640","3.0000",TOTAL AUTOS AREA 4
"11-23","0037000018704","0.0270","2.5360","2.4550",TOTAL AUTOS AREA 4
"11-23","7501042306561","0.0010","0.0770","1.0000",TOTAL AUTOS AREA 4
"11-23","7501042301733","0.0410","0.8570","20.5000",TOTAL AUTOS AREA 4
"11-23","7501042301764","0.0010","0.0370","1.0000",TOTAL AUTOS AREA 4
"11-23","7501042301740","0.0350","1.2220","17.5000",TOTAL AUTOS AREA 4
"11-23","7501042301757","0.0220","0.2750","11.0000",TOTAL AUTOS AREA 4
"11-23","7501058717115","0.0030","0.2890","1.0000",TOTAL AUTOS AREA 4
"11-23","7501058795892","0.0890","10.4850","1.5150",TOTAL AUTOS AREA 4
"11-23","7501058717276","0.0210","2.8850","1.4000",TOTAL AUTOS AREA 4
"11-23","7501058795908","0.0990","26.2840","1.8330",TOTAL AUTOS AREA 4
"11-23","7501058717252","0.1090","6.2700","1.6280",TOTAL AUTOS AREA 4
"11-23","7501058716798","0.3780","63.4820","2.2390",TOTAL AUTOS AREA 4
"11-23","7501058717030","5.0640","105.4940","19.2560",TOTAL AUTOS AREA 4
"11-23","7501058794949BP2","0.0020","0.0160","2.0000",TOTAL AUTOS AREA 4
"11-23","7501058796578BP2","0.0970","5.2480","2.6940",TOTAL AUTOS AREA 4
"11-23","7501058753458","2.8440","58.8650","8.9160",TOTAL AUTOS AREA 4
"11-23","7501058792778BP2","0.1010","2.1010","2.8860",TOTAL AUTOS AREA 4
"11-23","7501058715890","0.2110","44.0620","2.6380",TOTAL AUTOS AREA 4
"11-23","7702626213781","0.7170","38.6730","3.1310",TOTAL AUTOS AREA 4
"11-23","7501058757890","0.8690","82.7990","3.0270",TOTAL AUTOS AREA 4
"11-23","7501058716071","0.0120","1.9260","1.1880",TOTAL AUTOS AREA 4
"11-23","7501058757449","0.1630","30.1520","1.9640",TOTAL AUTOS AREA 4
"11-23","7501058792808BP1","0.0760","9.7390","2.5330",TOTAL AUTOS AREA 4
"11-23","7501058716804","0.1300","10.9540","2.3210",TOTAL AUTOS AREA 4
"11-23","7501058715531","0.7510","11.2690","4.2650",TOTAL AUTOS AREA 4
"11-23","7501058716767","0.7860","131.8850","3.9920",TOTAL AUTOS AREA 4
"11-23","7501058794949BP1","0.0020","0.1100","2.0000",TOTAL AUTOS AREA 4
"11-23","7501058717023","7.6110","156.8800","28.6120",TOTAL AUTOS AREA 4
"11-23","7501058796578BP1","0.0970","5.2480","2.6940",TOTAL AUTOS AREA 4
"11-23","7501058796585","0.0430","4.6010","2.1500",TOTAL AUTOS AREA 4
"11-23","7503002319536","0.3930","40.7050","3.3030",TOTAL AUTOS AREA 4
"11-23","7501058716088","0.0630","10.5680","2.3330",TOTAL AUTOS AREA 4
"11-23","7501058757791","0.3170","52.7270","3.3020",TOTAL AUTOS AREA 4
"11-23","7501058716477","0.0030","0.0810","1.5000",TOTAL AUTOS AREA 4
"11-23","7501058757548","0.7310","30.1140","5.8020",TOTAL AUTOS AREA 4
"11-23","7503002319529","1.8480","104.1860","5.8120",TOTAL AUTOS AREA 4
"11-23","7501058792808BP2","0.0760","1.5850","2.5330",TOTAL AUTOS AREA 4
"11-23","7501058715883","0.2110","45.3600","2.2210",TOTAL AUTOS AREA 4
"11-23","7702626213774","0.5400","29.4620","2.4340",TOTAL AUTOS AREA 4
"11-23","7501058716422","0.0120","0.9600","2.4000",TOTAL AUTOS AREA 4
"11-23","7501058784353","0.7710","74.0320","2.8330",TOTAL AUTOS AREA 4
"11-23","7501058716064","0.0150","2.5500","1.8750",TOTAL AUTOS AREA 4
"11-23","7501058792778BP1","0.1010","12.9050","2.8860",TOTAL AUTOS AREA 4
"11-23","7501058757630","0.2110","23.7690","2.3710",TOTAL AUTOS AREA 4
"11-23","7501058753441","2.3580","47.8700","7.7060",TOTAL AUTOS AREA 4
"11-23","7702626204208BP1","1.6100","19.2290","8.7990",TOTAL AUTOS AREA 4
"11-23","7501058784346","0.1390","25.4720","1.6750",TOTAL AUTOS AREA 4
"11-23","7501058796868","1.5140","22.6000","25.2330",TOTAL AUTOS AREA 4
"11-23","7501058796844","0.0040","0.0880","2.0000",TOTAL AUTOS AREA 4
"11-23","7891035040276","6.9450","72.4500","21.4340",TOTAL AUTOS AREA 4
"11-23","7501058796851","1.2230","18.9670","20.3830",TOTAL AUTOS AREA 4
"11-23","7501058714596","7.9280","81.7290","22.3310",TOTAL AUTOS AREA 4
"11-23","7891035040191","0.0010","0.0150","1.0000",TOTAL AUTOS AREA 4
"11-23","7501058751188","0.2940","26.3240","2.6490",TOTAL AUTOS AREA 4
"11-23","7501058716095","0.0310","5.0080","1.5500",TOTAL AUTOS AREA 4
"11-23","7501058716088","0.1440","23.6390","3.1300",TOTAL AUTOS AREA 5
"11-23","7501058757791","0.9060","153.5550","5.4250",TOTAL AUTOS AREA 5
"11-23","7501058757548","2.0100","86.5660","10.6350",TOTAL AUTOS AREA 5
"11-23","7503002319529","3.6810","198.0340","10.5480",TOTAL AUTOS AREA 5
"11-23","7501058792808BP2","0.2860","5.9490","3.9180",TOTAL AUTOS AREA 5
"11-23","7501058715883","0.6810","148.2110","4.0060",TOTAL AUTOS AREA 5
"11-23","7702626213774","1.1750","61.9350","4.0800",TOTAL AUTOS AREA 5
"11-23","7501058716422","0.0380","3.0220","3.1670",TOTAL AUTOS AREA 5
"11-23","7501058784353","1.9050","176.8060","4.9340",TOTAL AUTOS AREA 5
"11-23","7501058716064","0.0080","1.3600","1.6000",TOTAL AUTOS AREA 5
"11-23","7501058792778BP1","0.2860","36.5670","3.9180",TOTAL AUTOS AREA 5
"11-23","7501058757630","0.6040","68.9490","3.8230",TOTAL AUTOS AREA 5
"11-23","7501058753441","3.2900","66.2010","12.8020",TOTAL AUTOS AREA 5
"11-23","7702626204208BP1","1.4820","17.7030","13.5930",TOTAL AUTOS AREA 5
"11-23","7501058784346","0.5920","109.6350","3.1660",TOTAL AUTOS AREA 5
"11-23","7501058796868","3.9730","59.5180","31.5340",TOTAL AUTOS AREA 5
"11-23","7891035040276","10.0330","107.2310","34.4760",TOTAL AUTOS AREA 5
"11-23","7501058796851","2.9150","46.8560","23.1370",TOTAL AUTOS AREA 5
"11-23","7501058714596","8.9390","95.4400","28.1090",TOTAL AUTOS AREA 5
"11-23","7891035040191","0.0120","0.1800","2.4000",TOTAL AUTOS AREA 5
"11-23","7501058751188","1.0260","92.1880","4.8400",TOTAL AUTOS AREA 5
"11-23","7501058716095","0.0170","2.8510","1.3080",TOTAL AUTOS AREA 5
"11-23","7501058751461","0.4730","80.5630","3.9090",TOTAL AUTOS AREA 5
"11-23","7501058757463","0.0010","0.0430","1.0000",TOTAL AUTOS AREA 5
"11-23","7501058757555","1.2880","55.5480","7.1560",TOTAL AUTOS AREA 5
"11-23","7501058751195","2.2400","120.4910","6.7060",TOTAL AUTOS AREA 5
"11-23","7501268200001","0.1260","1.3230","7.8750",TOTAL AUTOS AREA 6
"11-23","7501268200506","0.0100","0.2050","5.0000",TOTAL AUTOS AREA 6
"11-23","7501268200339","0.0360","1.1520","12.0000",TOTAL AUTOS AREA 6
"11-23","7501268200049","0.5910","11.4020","10.0170",TOTAL AUTOS AREA 6
"11-23","7501268200070","0.2310","8.3530","5.3720",TOTAL AUTOS AREA 6
"11-23","7501268200261","0.0080","0.4580","4.0000",TOTAL AUTOS AREA 6
"11-23","7501268200513","0.3460","3.7640","7.2080",TOTAL AUTOS AREA 6
"11-23","7501080900585","0.0710","18.1130","1.4790",TOTAL AUTOS AREA 6
"11-23","7501080954786","0.6630","15.8300","3.1130",TOTAL AUTOS AREA 6
"11-23","7501080954793","0.5480","35.4760","2.6480",TOTAL AUTOS AREA 6
"11-23","7501080955103","0.1360","23.4370","2.6640",TOTAL AUTOS AREA 6
"11-23","7501080955486","0.6620","49.0210","2.7930",TOTAL AUTOS AREA 6
"11-23","7501080900165","2.3530","49.6550","7.3520",TOTAL AUTOS AREA 6
"11-23","7501080952997","0.2080","49.7670","2.6670",TOTAL AUTOS AREA 6
"11-23","7501080900141","0.5990","42.6570","2.5910",TOTAL AUTOS AREA 6
"11-23","7501080900158","0.1870","26.1030","1.6660",TOTAL AUTOS AREA 6
"11-23","0741120000746","0.0010","0.0170","1.0000",TOTAL AUTOS AREA 6
"11-23","0741120000005","14.3830","161.3590","59.4330",TOTAL AUTOS AREA 6
"11-23","0741120000036","3.1150","63.9810","18.9940",TOTAL AUTOS AREA 6
"11-23","0741120000029","5.4860","209.7170","24.6020",TOTAL AUTOS AREA 6
"11-23","7501071907692","0.8280","25.1750","3.2580",TOTAL AUTOS AREA 6
"11-23","7501071908385","0.0880","4.4780","2.5140",TOTAL AUTOS AREA 6
"11-23","7501071907661","1.3800","26.4110","4.1190",TOTAL AUTOS AREA 6
"11-23","7501071907425","0.4030","31.9630","2.8790",TOTAL AUTOS AREA 6
"11-23","7501071905346","0.1290","3.1670","2.8040",TOTAL AUTOS AREA 6
"11-23","7501071905292","0.0570","1.4490","1.7810",TOTAL AUTOS AREA 6
"11-23","7501071907784","0.0120","1.3920","12.0000",TOTAL AUTOS AREA 6
"11-23","7501071901393","0.0200","2.4060","2.0030",TOTAL AUTOS AREA 6
"11-23","7501071903861","0.0290","0.5860","5.8880",TOTAL AUTOS AREA 6
"11-23","7501071905551","7.5790","166.1560","34.2920",TOTAL AUTOS AREA 6
"11-23","7501071900136","3.5500","87.3210","14.9790",TOTAL AUTOS AREA 6
"11-23","7501071903311","0.6270","24.1080","6.9630",TOTAL AUTOS AREA 6
"11-23","7501071903366","0.6610","27.0790","5.8010",TOTAL AUTOS AREA 6
"11-23","7501071900143","10.7000","433.2560","23.2110",TOTAL AUTOS AREA 6
"11-23","7501071903427","0.0030","0.0210","3.0000",TOTAL AUTOS AREA 6
"11-23","7501071900112","0.2440","2.1370","5.3040",TOTAL AUTOS AREA 6
"11-23","7501071902956","2.6370","128.1640","17.5790",TOTAL AUTOS AREA 6
"11-23","7501071900129","6.5200","90.9910","19.1200",TOTAL AUTOS AREA 6
"11-23","7501071906725","0.1240","8.4090","2.3850",TOTAL AUTOS AREA 6
"11-23","7501071907074","0.7790","11.6460","9.5050",TOTAL AUTOS AREA 6
"11-23","7501071906701","0.1550","4.6240","3.2290",TOTAL AUTOS AREA 6
"11-23","7501071906718","0.3370","12.5670","2.6750",TOTAL AUTOS AREA 6
"11-23","7501071902093","0.3030","20.9680","3.8350",TOTAL AUTOS AREA 6
"11-23","7501071903885","0.1330","8.9560","3.5000",TOTAL AUTOS AREA 6
"11-23","7501071902109","0.8340","102.9200","3.3880",TOTAL AUTOS AREA 6
"11-23","7501071904431","2.8170","42.2460","15.0630",TOTAL AUTOS AREA 6
"11-23","7501071902314","0.1100","2.3620","3.4390",TOTAL AUTOS AREA 6
"11-23","7501071904424","1.1440","34.2940","5.6350",TOTAL AUTOS AREA 6
"11-23","7501071903878","0.7900","29.9960","6.3200",TOTAL AUTOS AREA 6
"11-23","7501071902086","1.2840","48.4020","5.4620",TOTAL AUTOS AREA 6
"11-23","7702137007152","0.1950","15.1730","1.9700",TOTAL AUTOS AREA 6
"11-23","7702137007169","0.0910","6.9860","1.4920",TOTAL AUTOS AREA 6
"11-23","4008455425412","0.4440","27.0040","4.4400",TOTAL AUTOS AREA 6
"11-23","4008455460215","0.0020","0.1780","2.0000",TOTAL AUTOS AREA 6
"11-23","4008455457512","0.7490","17.1010","6.5680",TOTAL AUTOS AREA 6
"11-23","4008455458618","0.3150","21.2110","3.8410",TOTAL AUTOS AREA 6
"11-23","4008455458717","0.0160","1.1440","1.6000",TOTAL AUTOS AREA 6
"11-23","4008455423715","0.0700","4.6440","2.1210",TOTAL AUTOS AREA 6
"11-23","4008455394114","0.0770","3.4440","2.2650",TOTAL AUTOS AREA 6
"11-23","4008455394015","0.0700","3.1520","1.8920",TOTAL AUTOS AREA 6
"06-23","7501025401948","0.5310","12.8030","13.6150",TOTAL AUTOS AREA 1
"06-23","7501025405106","3.4510","118.2640","7.8610",TOTAL AUTOS AREA 1
"06-23","7501025401313","0.6040","38.3240","6.2920",TOTAL AUTOS AREA 1
"06-23","7501025401931","0.1630","1.9770","20.3750",TOTAL AUTOS AREA 1
"06-23","7501025405151","8.5400","175.4120","15.7860",TOTAL AUTOS AREA 1
"06-23","7501025401863","0.6110","42.3000","2.7280",TOTAL AUTOS AREA 1
"06-23","7501025401832","0.3280","6.8850","4.4930",TOTAL AUTOS AREA 1
"06-23","7501025401849","0.1740","5.6040","2.9490",TOTAL AUTOS AREA 1
"06-23","7501025401856","0.8320","33.7650","3.2760",TOTAL AUTOS AREA 1
"06-23","7501025401917","0.2450","17.4660","2.8820",TOTAL AUTOS AREA 1
"06-23","7501025401887","0.0530","1.1430","2.9440",TOTAL AUTOS AREA 1
"06-23","7501025401894","0.1380","4.4640","2.6040",TOTAL AUTOS AREA 1
"06-23","7501025401900","0.8240","33.3380","3.1810",TOTAL AUTOS AREA 1
"06-23","7501025412401","0.0630","1.6720","5.7270",TOTAL AUTOS AREA 1
"06-23","7501025405885","0.2560","7.8680","3.4590",TOTAL AUTOS AREA 1
"06-23","7501025401801","4.5700","78.6030","19.4470",TOTAL AUTOS AREA 1
"06-23","7501025405090","14.9250","269.5930","28.2670",TOTAL AUTOS AREA 1
"06-23","7501025401795","3.0860","98.2950","9.2120",TOTAL AUTOS AREA 1
"06-23","7501025405212","5.5520","170.1680","12.4210",TOTAL AUTOS AREA 1
"06-23","7501021160719","0.1410","8.2150","2.2740",TOTAL AUTOS AREA 1
"06-23","7501681100650BP1","0.1770","2.9280","4.6580",TOTAL AUTOS AREA 1
"06-23","7501681100421","0.8520","12.3380","13.3130",TOTAL AUTOS AREA 1
"06-23","7501681100674","0.0910","5.1320","3.6400",TOTAL AUTOS AREA 1
"06-23","7501681100254","0.6400","9.3440","11.8520",TOTAL AUTOS AREA 1
"06-23","7501681100469","1.1320","16.5520","11.3200",TOTAL AUTOS AREA 1
"05-23","7501025402051","2.8010","105.1450","10.0760",TOTAL AUTOS AREA 4
"05-23","7501025402235","0.3210","12.6750","4.1150",TOTAL AUTOS AREA 4
"05-23","7501025402242","0.4720","18.2310","4.0690",TOTAL AUTOS AREA 4
"05-23","7501205412122","0.6100","15.4420","5.4950",TOTAL AUTOS AREA 4
"05-23","7501025406561","3.8210","92.8950","14.2570",TOTAL AUTOS AREA 4
"05-23","7501025412135","0.3250","17.6750","3.7360",TOTAL AUTOS AREA 4
"05-23","7501025406578","1.0230","52.8600","7.8690",TOTAL AUTOS AREA 4
"05-23","7501025412104","0.5490","9.3720","5.1310",TOTAL AUTOS AREA 4
"05-23","7501025412784","1.2140","31.9840","5.7810",TOTAL AUTOS AREA 4
"05-23","7501025400941","0.0010","0.0290","1.0000",TOTAL AUTOS AREA 4
"05-23","7501025412357","0.1970","8.8050","5.3240",TOTAL AUTOS AREA 4
"05-23","7501025405816","0.0190","0.3470","3.8000",TOTAL AUTOS AREA 4
"05-23","7501025405311","0.0890","1.6590","5.9330",TOTAL AUTOS AREA 4
"05-23","7501025409104","1.5930","38.0460","16.9470",TOTAL AUTOS AREA 4
"05-23","7501025450212","6.9210","163.5770","115.3500",TOTAL AUTOS AREA 4
"05-23","0000075000622","45.5280","1107.8050","123.3820",TOTAL AUTOS AREA 4
"05-23","0000075000639","19.9580","930.2290","47.2940",TOTAL AUTOS AREA 4
"05-23","7501025408947","0.9850","12.4490","20.5210",TOTAL AUTOS AREA 4
"05-23","7501025400781","0.0020","0.0290","1.0000",TOTAL AUTOS AREA 4
"05-23","0000075000615","20.7480","329.0710","50.8530",TOTAL AUTOS AREA 4
"05-23","7501025411893","0.4930","20.4110","3.8820",TOTAL AUTOS AREA 4
"05-23","7501025412005","1.1710","86.4300","7.0970",TOTAL AUTOS AREA 4
"05-23","7501025409470","0.0010","0.0690","1.0000",TOTAL AUTOS AREA 4
"05-23","7501025412012","0.0130","1.2520","4.3330",TOTAL AUTOS AREA 4
"05-23","7501025411992","1.6690","48.6440","7.6910",TOTAL AUTOS AREA 4
"05-23","7501025401948","0.0360","0.9360","2.5710",TOTAL AUTOS AREA 4
"05-23","7501025405106","7.7370","248.3810","20.1480",TOTAL AUTOS AREA 4
"05-23","7501025401313","1.0000","61.7800","9.7090",TOTAL AUTOS AREA 4
"05-23","7501025401931","0.4470","5.7720","15.9640",TOTAL AUTOS AREA 4
"05-23","7501025405151","8.1790","162.9240","20.0960",TOTAL AUTOS AREA 4
"05-23","7501025401863","0.3440","23.5740","2.2930",TOTAL AUTOS AREA 4
"05-23","7501025401832","0.4780","10.0620","3.7050",TOTAL AUTOS AREA 4
"05-23","7501025401849","0.0360","1.3450","2.2500",TOTAL AUTOS AREA 4
"05-23","7501025401856","0.2890","12.2350","1.9530",TOTAL AUTOS AREA 4
"05-23","7501025401917","0.1850","12.6900","2.1020",TOTAL AUTOS AREA 4
